Id,País de origem,País de destino,Ano,Quantidade (kg/L),Valor em US$,Population Qt
18,Brasil,Benin,2010,0,0,4687.3330000000005
19,Brasil,Bolívia,2010,54,282,6000.392000000003
20,Brasil,Bósnia-Herzegovina,2010,0,0,3065.383
21,Brasil,Brasil,2010,0,0,137457.76600000003
22,Brasil,Bulgária,2010,0,0,6323.796500000002
23,Brasil,Cabo Verde,2010,11991,49366,316.8715
24,Brasil,Camarões,2010,0,0,9830.6775
25,Brasil,Canadá,2010,0,0,27021.679500000017
26,Brasil,Catar,2010,0,0,1444.282500000001
27,Brasil,"Cayman, Ilhas",2010,0,0,42.47800000000001
28,Brasil,Chile,2010,0,0,12508.488500000001
29,Brasil,China,2010,795,2358,1043506.2485000002
30,Brasil,Chipre,2010,0,0,889.3744999999999
31,Brasil,Cingapura,2010,1533,5504,4200.052500000001
32,Brasil,"Cocos (Keeling), Ilhas",2010,0,0,
33,Brasil,Colômbia,2010,0,0,30069.3935
34,Brasil,Comores,2010,0,0,334.46500000000003
35,Brasil,Congo,2010,0,0,2363.7684999999997
36,Brasil,"Coreia, Republica Sul",2010,0,0,38683.41750000002
37,Brasil,Costa do Marfim,2010,0,0,10448.781499999996
38,Brasil,Costa Rica,2010,0,0,3232.9030000000002
39,Brasil,Croácia,2010,0,0,3553.187999999999
40,Brasil,Cuba,2010,0,0,8849.358500000004
41,Brasil,Curaçao,2010,0,0,116.64749999999998
42,Brasil,Dinamarca,2010,7034,69161,4336.322500000001
43,Brasil,Dominica,2010,0,0,48.693500000000014
44,Brasil,El Salvador,2010,0,0,3738.3230000000012
45,Brasil,Emirados Arabes Unidos,2010,1035,3206,6945.111000000002
46,Brasil,Equador,2010,0,0,9422.218
47,Brasil,"Eslovaca, Republica",2010,0,0,4357.693500000004
48,Brasil,Espanha,2010,0,0,38286.036
49,Brasil,Estados Unidos,2010,228968,478630,236301.81
50,Brasil,Estônia,2010,15848,40778,1086.8154999999997
51,Brasil,Filipinas,2010,0,0,56085.38950000002
52,Brasil,Finlândia,2010,0,0,4276.906999999997
53,Brasil,França,2010,3614,18904,48787.8955
54,Brasil,Gana,2010,0,0,13946.697499999987
55,Brasil,Gibraltar,2010,0,0,24.41499999999999
56,Brasil,Granada,2010,0,0,
57,Brasil,Grécia,2010,0,0,9099.471
58,Brasil,Guatemala,2010,0,0,7829.055000000004
59,Brasil,Guiana,2010,783,3654,
60,Brasil,Guiana Francesa,2010,0,0,
61,Brasil,Guine Bissau,2010,0,0,782.4570000000001
62,Brasil,Guine Equatorial,2010,410,1015,602.6950000000002
63,Brasil,Haiti,2010,2700,3750,5640.582499999999
64,Brasil,Honduras,2010,0,0,4687.6545
65,Brasil,Hong Kong,2010,0,0,
66,Brasil,Hungria,2010,540,4103,8174.436500000001
67,Brasil,Ilha de Man,2010,0,0,
68,Brasil,Ilhas Virgens,2010,0,0,
69,Brasil,India,2010,0,0,782511.9955000002
70,Brasil,Indonésia,2010,0,0,
71,Brasil,Irã,2010,0,0,54420.0535
72,Brasil,Iraque,2010,0,0,16269.445499999994
73,Brasil,Irlanda,2010,3969,42795,3402.0300000000007
74,Brasil,Itália,2010,1458,4828,49670.996999999996
75,Brasil,Jamaica,2010,0,0,1828.871
76,Brasil,Japão,2010,112178,74628,107566.00399999999
77,Brasil,Jordânia,2010,0,0,3929.968499999999
78,Brasil,Letônia,2010,0,0,1735.4414999999992
79,Brasil,Líbano,2010,0,0,3433.4300000000007
80,Brasil,Libéria,2010,0,0,2035.2939999999999
81,Brasil,Luxemburgo,2010,7344,32549,
82,Brasil,Malásia,2010,0,0,19006.25000000001
83,Brasil,Malta,2010,0,0,341.2660000000002
84,Brasil,"Marshall, Ilhas",2010,0,0,29.223000000000006
85,Brasil,Mauritânia,2010,0,0,1707.8374999999999
86,Brasil,México,2010,0,0,72295.65199999999
87,Brasil,Moçambique,2010,0,0,
88,Brasil,Montenegro,2010,0,0,482.196
89,Brasil,Namibia,2010,0,0,1167.9535000000008
90,Brasil,Nicaragua,2010,0,0,3430.246500000001
91,Brasil,Nigéria,2010,0,0,79597.85199999994
92,Brasil,Noruega,2010,0,0,3777.848499999999
93,Brasil,Nova Caledônia,2010,0,0,180.41050000000004
94,Brasil,Nova Zelândia,2010,0,0,3251.297999999999
95,Brasil,Omã,2010,0,0,1951.5170000000003
96,Brasil,Países Baixos,2010,87368,302182,13108.120499999997
97,Brasil,Panamá,2010,0,0,2371.9855000000007
98,Brasil,Paraguai,2010,510989,449197,3486.6019999999994
99,Brasil,Peru,2010,0,0,18854.171499999997
100,Brasil,Polônia,2010,20464,95198,31298.222999999994
101,Brasil,Porto Rico,2010,0,0,2822.8394999999996
102,Brasil,Portugal,2010,4577,18970,8644.8425
103,Brasil,Quênia,2010,0,0,20799.0795
104,Brasil,Reino Unido,2010,123624,295690,49353.59099999999
105,Brasil,República Dominicana,2010,0,0,6176.088500000002
106,Brasil,Rússia,2010,0,0,116888.93699999998
107,Brasil,São Tomé e Príncipe,2010,0,0,93.72499999999997
108,Brasil,São Vicente e Granadinas,2010,0,0,74.8275
109,Brasil,Senegal,2010,0,0,6286.669500000001
110,Brasil,Serra Leoa,2010,0,0,3232.0889999999986
111,Brasil,Singapura,2010,0,0,
112,Brasil,Suazilândia,2010,0,0,
113,Brasil,Suécia,2010,0,0,7457.567
114,Brasil,Suíça,2010,2025,21600,6370.723
115,Brasil,Suriname,2010,1836,1269,354.099
116,Brasil,Tailândia,2010,0,0,52114.918000000005
117,Brasil,Taiwan (FORMOSA),2010,0,0,
118,Brasil,Tanzânia,2010,0,0,21999.183500000006
119,Brasil,"Tcheca, República",2010,1091,5285,8618.995499999999
120,Brasil,Togo,2010,0,0,3403.0450000000014
121,Brasil,Trinidade Tobago,2010,0,0,1054.9105
122,Brasil,Tunísia,2010,0,0,7706.350499999999
123,Brasil,Turquia,2010,0,0,
124,Brasil,Tuvalu,2010,0,0,6.467499999999999
125,Brasil,Uruguai,2010,914,2929,2444.4925000000003
126,Brasil,Vanuatu,2010,0,0,134.0315
127,Brasil,Venezuela,2010,0,0,18443.814000000002
128,Brasil,Vietnã,2010,8820,9977,
1,Brasil,Afeganistão,2011,0,0,13001.299500000001
2,Brasil,África do Sul,2011,0,0,34278.07999999999
3,Brasil,"Alemanha, República Democrática",2011,36070,144150,
4,Brasil,Angola,2011,13889,69001,11627.697999999995
5,Brasil,Anguilla,2011,0,0,9.650000000000004
6,Brasil,Antígua e Barbuda,2011,0,0,
7,Brasil,Antilhas Holandesas,2011,7335,10188,
8,Brasil,Argentina,2011,13253,55460,28831.082499999993
9,Brasil,Aruba,2011,900,1680,76.28900000000002
10,Brasil,Austrália,2011,3632,40704,17254.281000000003
11,Brasil,Áustria,2011,0,0,6874.5855
12,Brasil,Bahamas,2011,4529,28810,260.26199999999994
13,Brasil,Bangladesh,2011,0,0,91552.5975
14,Brasil,Barbados,2011,0,0,209.89600000000004
15,Brasil,Barein,2011,0,0,919.481
16,Brasil,Bélgica,2011,11802,62339,8724.899
17,Brasil,Belice,2011,0,0,193.7175
18,Brasil,Benin,2011,0,0,4841.4785
19,Brasil,Bolívia,2011,12775,20215,6146.286999999998
20,Brasil,Bósnia-Herzegovina,2011,0,0,3009.5919999999983
21,Brasil,Brasil,2011,0,0,139740.29149999988
22,Brasil,Bulgária,2011,0,0,6286.778499999999
23,Brasil,Cabo Verde,2011,600,825,325.051
24,Brasil,Camarões,2011,0,0,10141.100000000006
25,Brasil,Canadá,2011,28906,128076,27382.499499999994
26,Brasil,Catar,2011,0,0,1513.762
27,Brasil,"Cayman, Ilhas",2011,0,0,43.612999999999985
28,Brasil,Chile,2011,0,0,12718.511499999997
29,Brasil,China,2011,54156,334867,1054238.5820000002
30,Brasil,Chipre,2011,0,0,908.2980000000005
31,Brasil,Cingapura,2011,911,3317,4322.746500000002
32,Brasil,"Cocos (Keeling), Ilhas",2011,0,0,
33,Brasil,Colômbia,2011,0,0,30702.880000000005
34,Brasil,Comores,2011,0,0,345.0115000000002
35,Brasil,Congo,2011,360,570,2436.1020000000017
36,Brasil,"Coreia, Republica Sul",2011,0,0,39284.03799999999
37,Brasil,Costa do Marfim,2011,0,0,10682.653999999999
38,Brasil,Costa Rica,2011,0,0,3299.8420000000015
39,Brasil,Croácia,2011,0,0,3545.420000000001
40,Brasil,Cuba,2011,2880,4899,8886.060500000001
41,Brasil,Curaçao,2011,0,0,118.90700000000005
42,Brasil,Dinamarca,2011,32797,83057,4367.358499999999
43,Brasil,Dominica,2011,0,0,49.132
44,Brasil,El Salvador,2011,0,0,3793.3429999999976
45,Brasil,Emirados Arabes Unidos,2011,2120,6594,7019.915999999997
46,Brasil,Equador,2011,0,0,9646.362000000003
47,Brasil,"Eslovaca, Republica",2011,0,0,4377.436499999998
48,Brasil,Espanha,2011,5206,24618,38395.359000000026
49,Brasil,Estados Unidos,2011,306787,1030254,238993.19800000006
50,Brasil,Estônia,2011,450,5336,1083.4579999999999
51,Brasil,Filipinas,2011,0,0,57510.85850000002
52,Brasil,Finlândia,2011,12404,50394,4305.139999999999
53,Brasil,França,2011,0,0,49054.04350000001
54,Brasil,Gana,2011,0,0,14338.354499999998
55,Brasil,Gibraltar,2011,0,0,24.789499999999997
56,Brasil,Granada,2011,0,0,
57,Brasil,Grécia,2011,0,0,9070.494
58,Brasil,Guatemala,2011,0,0,8075.509
59,Brasil,Guiana,2011,0,0,
60,Brasil,Guiana Francesa,2011,0,0,
61,Brasil,Guine Bissau,2011,0,0,805.2159999999999
62,Brasil,Guine Equatorial,2011,956,1979,633.5975000000003
63,Brasil,Haiti,2011,0,0,5746.910499999997
64,Brasil,Honduras,2011,0,0,4841.264000000001
65,Brasil,Hong Kong,2011,2063,7975,
66,Brasil,Hungria,2011,0,0,8162.297000000002
67,Brasil,Ilha de Man,2011,0,0,
68,Brasil,Ilhas Virgens,2011,0,0,
69,Brasil,India,2011,0,0,799264.7569999998
70,Brasil,Indonésia,2011,0,0,
71,Brasil,Irã,2011,0,0,55595.588500000034
72,Brasil,Iraque,2011,0,0,16923.608500000006
73,Brasil,Irlanda,2011,5376,35690,3405.814999999997
74,Brasil,Itália,2011,11999,80298,49884.189
75,Brasil,Jamaica,2011,0,0,1861.108
76,Brasil,Japão,2011,100835,144662,107596.113
77,Brasil,Jordânia,2011,0,0,4060.8970000000004
78,Brasil,Letônia,2011,0,0,1719.8534999999988
79,Brasil,Líbano,2011,0,0,3494.0769999999993
80,Brasil,Libéria,2011,0,0,2130.7479999999996
81,Brasil,Luxemburgo,2011,9547,65592,
82,Brasil,Malásia,2011,0,0,19538.222500000014
83,Brasil,Malta,2011,0,0,347.00050000000005
84,Brasil,"Marshall, Ilhas",2011,0,0,28.967500000000012
85,Brasil,Mauritânia,2011,0,0,1756.4609999999998
86,Brasil,México,2011,1350,7200,73904.57099999998
87,Brasil,Moçambique,2011,0,0,
88,Brasil,Montenegro,2011,0,0,484.35100000000017
89,Brasil,Namibia,2011,0,0,1196.52
90,Brasil,Nicaragua,2011,0,0,3519.2349999999997
91,Brasil,Nigéria,2011,54,210,81718.5775
92,Brasil,Noruega,2011,10268,78688,3837.1314999999995
93,Brasil,Nova Caledônia,2011,0,0,184.9655
94,Brasil,Nova Zelândia,2011,2587,7992,3284.0845000000004
95,Brasil,Omã,2011,0,0,2264.1525000000006
96,Brasil,Países Baixos,2011,125414,395356,13202.939500000002
97,Brasil,Panamá,2011,0,0,2424.931000000001
98,Brasil,Paraguai,2011,240168,276281,3570.1240000000007
99,Brasil,Peru,2011,0,0,19144.918
100,Brasil,Polônia,2011,11732,50684,31413.680499999988
101,Brasil,Porto Rico,2011,0,0,2825.0495000000014
102,Brasil,Portugal,2011,95,1031,8649.092
103,Brasil,Quênia,2011,0,0,21482.153000000006
104,Brasil,Reino Unido,2011,122629,285642,49804.157
105,Brasil,República Dominicana,2011,0,0,6301.267000000002
106,Brasil,Rússia,2011,0,0,116928.77850000001
107,Brasil,São Tomé e Príncipe,2011,0,0,95.92450000000002
108,Brasil,São Vicente e Granadinas,2011,0,0,75.15200000000002
109,Brasil,Senegal,2011,0,0,6465.852999999999
110,Brasil,Serra Leoa,2011,0,0,3332.391000000001
111,Brasil,Singapura,2011,0,0,
112,Brasil,Suazilândia,2011,0,0,
113,Brasil,Suécia,2011,1641,14476,7538.385500000003
114,Brasil,Suíça,2011,0,0,6455.185500000002
115,Brasil,Suriname,2011,3774,3735,358.9479999999998
116,Brasil,Tailândia,2011,0,0,52736.55600000002
117,Brasil,Taiwan (FORMOSA),2011,4500,10600,
118,Brasil,Tanzânia,2011,0,0,22621.632499999985
119,Brasil,"Tcheca, República",2011,6846,37271,8654.303999999998
120,Brasil,Togo,2011,0,0,3498.669500000001
121,Brasil,Trinidade Tobago,2011,0,0,1065.991
122,Brasil,Tunísia,2011,0,0,7847.665500000001
123,Brasil,Turquia,2011,0,0,
124,Brasil,Tuvalu,2011,0,0,6.586
125,Brasil,Uruguai,2011,1238,4404,2460.182499999999
126,Brasil,Vanuatu,2011,0,0,137.41299999999993
127,Brasil,Venezuela,2011,0,0,18798.908499999998
128,Brasil,Vietnã,2011,0,0,
1,Brasil,Afeganistão,2012,0,0,13780.429999999997
2,Brasil,África do Sul,2012,0,0,34921.52350000001
3,Brasil,"Alemanha, República Democrática",2012,8189,56342,
4,Brasil,Angola,2012,2833,8861,12082.4445
5,Brasil,Anguilla,2012,0,0,9.779000000000009
6,Brasil,Antígua e Barbuda,2012,0,0,
7,Brasil,Antilhas Holandesas,2012,9247,14081,
8,Brasil,Argentina,2012,0,0,29247.153500000004
9,Brasil,Aruba,2012,0,0,77.58999999999997
10,Brasil,Austrália,2012,9345,56045,17563.983499999995
11,Brasil,Áustria,2012,0,0,6925.660999999997
12,Brasil,Bahamas,2012,1374,12087,265.7290000000001
13,Brasil,Bangladesh,2012,0,0,93649.98400000003
14,Brasil,Barbados,2012,0,0,211.0570000000001
15,Brasil,Barein,2012,0,0,935.764
16,Brasil,Bélgica,2012,16132,90718,8786.694500000005
17,Brasil,Belice,2012,0,0,200.83649999999994
18,Brasil,Benin,2012,0,0,5003.397500000003
19,Brasil,Bolívia,2012,11868,16804,6292.8804999999975
20,Brasil,Bósnia-Herzegovina,2012,0,0,2951.324500000001
21,Brasil,Brasil,2012,0,0,142014.66199999998
22,Brasil,Bulgária,2012,0,0,6244.522000000001
23,Brasil,Cabo Verde,2012,0,0,333.433
24,Brasil,Camarões,2012,0,0,10459.317999999996
25,Brasil,Canadá,2012,14304,146035,27749.289500000003
26,Brasil,Catar,2012,0,0,1590.582000000002
27,Brasil,"Cayman, Ilhas",2012,0,0,44.7
28,Brasil,Chile,2012,8550,15438,12925.676999999992
29,Brasil,China,2012,87905,642177,1064119.3729999994
30,Brasil,Chipre,2012,0,0,921.9645
31,Brasil,Cingapura,2012,1212,5310,4422.642500000002
32,Brasil,"Cocos (Keeling), Ilhas",2012,0,0,
33,Brasil,Colômbia,2012,0,0,31325.558000000005
34,Brasil,Comores,2012,0,0,355.793
35,Brasil,Congo,2012,0,0,2492.996000000001
36,Brasil,"Coreia, Republica Sul",2012,0,0,40012.39500000001
37,Brasil,Costa do Marfim,2012,0,0,10874.270499999997
38,Brasil,Costa Rica,2012,0,0,3365.7794999999983
39,Brasil,Croácia,2012,0,0,3535.4375
40,Brasil,Cuba,2012,0,0,8917.568000000001
41,Brasil,Curaçao,2012,0,0,121.30650000000003
42,Brasil,Dinamarca,2012,4716,23802,4401.436000000001
43,Brasil,Dominica,2012,0,0,49.60850000000002
44,Brasil,El Salvador,2012,0,0,3851.9564999999993
45,Brasil,Emirados Arabes Unidos,2012,675,3300,7095.3735000000015
46,Brasil,Equador,2012,0,0,9872.075
47,Brasil,"Eslovaca, Republica",2012,0,0,4395.128000000002
48,Brasil,Espanha,2012,0,0,38391.789999999986
49,Brasil,Estados Unidos,2012,146585,303986,241668.02399999995
50,Brasil,Estônia,2012,3321,19384,1078.8935
51,Brasil,Filipinas,2012,0,0,58919.91249999999
52,Brasil,Finlândia,2012,17100,67959,4333.6095000000005
53,Brasil,França,2012,195604,185791,49277.73849999999
54,Brasil,Gana,2012,0,0,14730.089
55,Brasil,Gibraltar,2012,0,0,25.168499999999995
56,Brasil,Granada,2012,0,0,
57,Brasil,Grécia,2012,0,0,9033.460499999996
58,Brasil,Guatemala,2012,0,0,8329.444500000003
59,Brasil,Guiana,2012,0,0,
60,Brasil,Guiana Francesa,2012,0,0,
61,Brasil,Guine Bissau,2012,0,0,829.1874999999999
62,Brasil,Guine Equatorial,2012,819,2530,664.1954999999999
63,Brasil,Haiti,2012,0,0,5878.897000000002
64,Brasil,Honduras,2012,0,0,4998.303500000001
65,Brasil,Hong Kong,2012,1609,7653,
66,Brasil,Hungria,2012,0,0,8151.364500000001
67,Brasil,Ilha de Man,2012,0,0,
68,Brasil,Ilhas Virgens,2012,0,0,
69,Brasil,India,2012,0,0,816218.6209999997
70,Brasil,Indonésia,2012,0,0,
71,Brasil,Irã,2012,0,0,56583.91999999999
72,Brasil,Iraque,2012,0,0,17771.925000000003
73,Brasil,Irlanda,2012,0,0,3413.078
74,Brasil,Itália,2012,792,5622,50056.255999999994
75,Brasil,Jamaica,2012,0,0,1894.962999999999
76,Brasil,Japão,2012,29281,116961,107603.87999999995
77,Brasil,Jordânia,2012,0,0,4153.600500000001
78,Brasil,Letônia,2012,0,0,1702.1504999999997
79,Brasil,Líbano,2012,0,0,3609.4895000000006
80,Brasil,Libéria,2012,0,0,2217.0494999999996
81,Brasil,Luxemburgo,2012,2444,16547,
82,Brasil,Malásia,2012,0,0,20073.193999999996
83,Brasil,Malta,2012,0,0,353.69449999999995
84,Brasil,"Marshall, Ilhas",2012,0,0,28.721999999999994
85,Brasil,Mauritânia,2012,0,0,1804.2510000000002
86,Brasil,México,2012,0,0,75567.98750000005
87,Brasil,Moçambique,2012,0,0,
88,Brasil,Montenegro,2012,0,0,486.90100000000007
89,Brasil,Namibia,2012,0,0,1224.828
90,Brasil,Nicaragua,2012,0,0,3608.9410000000016
91,Brasil,Nigéria,2012,6449,10196,83932.47249999999
92,Brasil,Noruega,2012,5104,31515,3898.3615000000013
93,Brasil,Nova Caledônia,2012,0,0,189.48249999999993
94,Brasil,Nova Zelândia,2012,2364,8817,3313.707999999999
95,Brasil,Omã,2012,0,0,2576.042499999998
96,Brasil,Países Baixos,2012,134879,539641,13299.130500000001
97,Brasil,Panamá,2012,39,2262,2478.185000000001
98,Brasil,Paraguai,2012,354824,428279,3656.326999999999
99,Brasil,Peru,2012,0,0,19441.463500000016
100,Brasil,Polônia,2012,21663,89158,31505.10849999999
101,Brasil,Porto Rico,2012,0,0,2822.2480000000005
102,Brasil,Portugal,2012,47172,47022,8631.298499999999
103,Brasil,Quênia,2012,94,458,22168.265999999992
104,Brasil,Reino Unido,2012,82937,334856,50235.616500000026
105,Brasil,República Dominicana,2012,0,0,6426.7530000000015
106,Brasil,Rússia,2012,4528176,2103968,116864.53400000003
107,Brasil,São Tomé e Príncipe,2012,0,0,97.93200000000002
108,Brasil,São Vicente e Granadinas,2012,0,0,75.436
109,Brasil,Senegal,2012,0,0,6648.268000000001
110,Brasil,Serra Leoa,2012,0,0,3435.4920000000006
111,Brasil,Singapura,2012,0,0,
112,Brasil,Suazilândia,2012,0,0,
113,Brasil,Suécia,2012,2705,17280,7617.013499999999
114,Brasil,Suíça,2012,4014,47240,6536.1285
115,Brasil,Suriname,2012,396,1288,363.8480000000001
116,Brasil,Tailândia,2012,0,0,53353.43349999998
117,Brasil,Taiwan (FORMOSA),2012,0,0,
118,Brasil,Tanzânia,2012,0,0,23271.783000000007
119,Brasil,"Tcheca, República",2012,7960,27789,8673.05
120,Brasil,Togo,2012,0,0,3596.529000000001
121,Brasil,Trinidade Tobago,2012,531,2720,1076.7594999999997
122,Brasil,Tunísia,2012,0,0,7980.1765000000005
123,Brasil,Turquia,2012,0,0,
124,Brasil,Tuvalu,2012,0,0,6.6995000000000005
125,Brasil,Uruguai,2012,1135,3879,2476.709
126,Brasil,Vanuatu,2012,0,0,140.77849999999998
127,Brasil,Venezuela,2012,1029,7492,19149.31949999999
128,Brasil,Vietnã,2012,0,0,
1,Brasil,Afeganistão,2013,0,0,14438.336999999998
2,Brasil,África do Sul,2013,0,0,35562.8665
3,Brasil,"Alemanha, República Democrática",2013,61699,265978,
4,Brasil,Angola,2013,1573,9300,12549.585000000001
5,Brasil,Anguilla,2013,0,0,10.063500000000005
6,Brasil,Antígua e Barbuda,2013,0,0,
7,Brasil,Antilhas Holandesas,2013,11281,19565,
8,Brasil,Argentina,2013,0,0,29662.943000000007
9,Brasil,Aruba,2013,0,0,78.78600000000002
10,Brasil,Austrália,2013,16707,101715,17878.291500000003
11,Brasil,Áustria,2013,0,0,6983.8775000000005
12,Brasil,Bahamas,2013,581,5145,270.95649999999995
13,Brasil,Bangladesh,2013,0,0,95837.74150000005
14,Brasil,Barbados,2013,0,0,212.1555
15,Brasil,Barein,2013,0,0,968.5209999999998
16,Brasil,Bélgica,2013,22461,95893,8844.046500000002
17,Brasil,Belice,2013,0,0,208.0375
18,Brasil,Benin,2013,0,0,5168.757
19,Brasil,Bolívia,2013,19147,25998,6439.977999999997
20,Brasil,Bósnia-Herzegovina,2013,0,0,2911.3810000000008
21,Brasil,Brasil,2013,0,0,144286.48850000006
22,Brasil,Bulgária,2013,0,0,6197.2535
23,Brasil,Cabo Verde,2013,0,0,341.75200000000024
24,Brasil,Camarões,2013,0,0,10786.692499999997
25,Brasil,Canadá,2013,25329,174643,28112.822500000006
26,Brasil,Catar,2013,0,0,1694.945500000001
27,Brasil,"Cayman, Ilhas",2013,0,0,45.846
28,Brasil,Chile,2013,0,0,13128.4795
29,Brasil,China,2013,40929,279956,1073274.7634999994
30,Brasil,Chipre,2013,0,0,933.9965000000001
31,Brasil,Cingapura,2013,766,5779,4521.963000000001
32,Brasil,"Cocos (Keeling), Ilhas",2013,0,0,
33,Brasil,Colômbia,2013,8,30,31934.39499999999
34,Brasil,Comores,2013,0,0,366.8299999999998
35,Brasil,Congo,2013,0,0,2538.324
36,Brasil,"Coreia, Republica Sul",2013,0,0,40733.06400000001
37,Brasil,Costa do Marfim,2013,0,0,11080.322499999998
